company,url,page_kind,rule_id,independent_observation,comparison_status,comparison_reason,content_sha256,audit_fetch_time
lootcrate,https://lootcrate.com/,homepage,technical.meta_description_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,e66dfc9b0455975b2188efacb99f2b3fe863ed7df56cf64f831d67192d60ee7b,2026-08-31T03:49:07.633326+00:00
lootcrate,https://lootcrate.com/pages/accessibility,trust_policy,aeo.structured_data_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,6ef769dc4d933c4705ea8790677d78232e7a213e1ac16ab908215f4d2c9c0177,2026-08-31T03:49:07.986306+00:00
lootcrate,https://lootcrate.com/pages/accessibility,trust_policy,technical.meta_description_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,6ef769dc4d933c4705ea8790677d78232e7a213e1ac16ab908215f4d2c9c0177,2026-08-31T03:49:07.986306+00:00
lootcrate,https://lootcrate.com/products/loot-fright,product,technical.title_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,bea7f0087db700472acabad308a3cd7221dee7d6509832816c137bd70e017ba7,2026-08-31T03:49:08.289779+00:00
lootcrate,https://lootcrate.com/pages/affiliates,other,technical.meta_description_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,6dc1c836a47f963f65a178c6d2309f45b825779d9a141e2f7d638675c7505c80,2026-08-31T03:49:08.570928+00:00
lootcrate,https://lootcrate.com/pages/affiliates,other,technical.single_h1,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,6dc1c836a47f963f65a178c6d2309f45b825779d9a141e2f7d638675c7505c80,2026-08-31T03:49:08.570928+00:00
lootcrate,https://lootcrate.com/pages/community,other,technical.meta_description_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,ef758638c49d11cbd99dc53574a51d2ea8ed483765d47b6e5f0671e780477b36,2026-08-31T03:49:09.132578+00:00
lootcrate,https://lootcrate.com/products/wizarding-world,product,technical.title_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,a9a5901708eebaf3df3e18a4111f9b5bcd7b1c4ec222969ecdc8f613b063ba6e,2026-08-31T03:49:09.409953+00:00
lootcrate,https://lootcrate.com/products/wizarding-world,product,technical.meta_description_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,a9a5901708eebaf3df3e18a4111f9b5bcd7b1c4ec222969ecdc8f613b063ba6e,2026-08-31T03:49:09.409953+00:00
potgang,https://www.potgang.co.uk/products/box-a,product,technical.meta_description_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,f2cf59ea9ed8dfd78789fc0d74f62a5368be4559a33bb983579177c08640c7b7,2026-08-31T03:49:10.223721+00:00
potgang,https://www.potgang.co.uk/blogs/recipes,article,aeo.structured_data_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,a34dbb57a68fff6da557c17fe2b4da1883fab04315115be702ce6b9db5fee906,2026-08-31T03:49:11.414423+00:00
potgang,https://www.potgang.co.uk/blogs/recipes,article,aeo.assortment_freshness_signal,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,a34dbb57a68fff6da557c17fe2b4da1883fab04315115be702ce6b9db5fee906,2026-08-31T03:49:11.414423+00:00
potgang,https://www.potgang.co.uk/pages/next-month,other,technical.meta_description_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,be049953b2f4f0ad3c109c8bc83603b881c16c56a40ad6b62f09b63fb98c6008,2026-08-31T03:49:12.175641+00:00
potgang,https://www.potgang.co.uk/pages/next-month,other,technical.single_h1,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,be049953b2f4f0ad3c109c8bc83603b881c16c56a40ad6b62f09b63fb98c6008,2026-08-31T03:49:12.175641+00:00
potgang,https://www.potgang.co.uk/,homepage,technical.single_h1,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,dcff7e77347f07198da0a32039293b553a1ea002c5f697bf58dceaac2a035124,2026-08-31T03:49:12.993704+00:00
potgang,https://www.potgang.co.uk/,homepage,aeo.structured_data_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,dcff7e77347f07198da0a32039293b553a1ea002c5f697bf58dceaac2a035124,2026-08-31T03:49:12.993704+00:00
potgang,https://www.potgang.co.uk/,homepage,technical.title_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,dcff7e77347f07198da0a32039293b553a1ea002c5f697bf58dceaac2a035124,2026-08-31T03:49:12.993704+00:00
potgang,https://www.potgang.co.uk/pages/contact-us,about_contact,aeo.structured_data_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,ee75b66937b823afde771779c5775ab1bc4fafd9fc88719537400d97dd5c16ae,2026-08-31T03:49:13.820310+00:00
potgang,https://www.potgang.co.uk/pages/contact-us,about_contact,technical.title_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,ee75b66937b823afde771779c5775ab1bc4fafd9fc88719537400d97dd5c16ae,2026-08-31T03:49:13.820310+00:00
potgang,https://www.potgang.co.uk/pages/contact-us,about_contact,technical.meta_description_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,ee75b66937b823afde771779c5775ab1bc4fafd9fc88719537400d97dd5c16ae,2026-08-31T03:49:13.820310+00:00
potgang,https://www.potgang.co.uk/collections/big,category,technical.meta_description_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,b48e8587b957829bd46ace95a6894db262720e38d8b40c7b7899c9214bbd0622,2026-08-31T03:49:14.772474+00:00
potgang,https://www.potgang.co.uk/collections/big,category,aeo.structured_data_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,b48e8587b957829bd46ace95a6894db262720e38d8b40c7b7899c9214bbd0622,2026-08-31T03:49:14.772474+00:00
potgang,https://www.potgang.co.uk/pages/privacy-policy,trust_policy,aeo.structured_data_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,cf8a5876fadbf7f05516ecdf918c3526037b7973b7005c99787cc4abfe7b303e,2026-08-31T03:49:15.696106+00:00
potgang,https://www.potgang.co.uk/pages/privacy-policy,trust_policy,technical.title_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,cf8a5876fadbf7f05516ecdf918c3526037b7973b7005c99787cc4abfe7b303e,2026-08-31T03:49:15.696106+00:00
potgang,https://www.potgang.co.uk/blogs/recipes/cherry-tomato-risotto,article,technical.meta_description_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,0edaa74f58fcb61a6bda446b9ba46ee0832a63219ee21733ffa36e738ff8582f,2026-08-31T03:49:16.467076+00:00
potgang,https://www.potgang.co.uk/blogs/recipes/cherry-tomato-risotto,article,technical.single_h1,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,0edaa74f58fcb61a6bda446b9ba46ee0832a63219ee21733ffa36e738ff8582f,2026-08-31T03:49:16.467076+00:00
potgang,https://www.potgang.co.uk/blogs/recipes/cherry-tomato-risotto,article,aeo.structured_data_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,0edaa74f58fcb61a6bda446b9ba46ee0832a63219ee21733ffa36e738ff8582f,2026-08-31T03:49:16.467076+00:00
potgang,https://www.potgang.co.uk/products/box-b,product,technical.meta_description_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,61701af39b3c839f4fe93a80cec2a55d1274e69bc79e326f8ba32c89cc9beb52,2026-08-31T03:49:17.255939+00:00
potgang,https://www.potgang.co.uk/blogs/recipes/gang-gang-mojito,article,technical.meta_description_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,a58570ba34148aae467f642823b132502066c7f8c1757c3983eef783cbe1e1df,2026-08-31T03:49:19.148398+00:00
potgang,https://www.potgang.co.uk/blogs/recipes/gang-gang-mojito,article,technical.single_h1,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,a58570ba34148aae467f642823b132502066c7f8c1757c3983eef783cbe1e1df,2026-08-31T03:49:19.148398+00:00
potgang,https://www.potgang.co.uk/blogs/recipes/gang-gang-mojito,article,aeo.structured_data_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,a58570ba34148aae467f642823b132502066c7f8c1757c3983eef783cbe1e1df,2026-08-31T03:49:19.148398+00:00
potgang,https://www.potgang.co.uk/products/box-c,product,technical.meta_description_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,a1e9761472dcc7d6f567fad1b4d6b96a80c7be3d51a1d101a63205abd0bf6865,2026-08-31T03:49:20.677926+00:00
potgang,https://www.potgang.co.uk/blogs/recipes/pan-con-tomate,article,technical.meta_description_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,f5869a422e56599343780481fbe72ee415dee9541f917af6d75a1e8f4ebe38a2,2026-08-31T03:49:22.161920+00:00
potgang,https://www.potgang.co.uk/blogs/recipes/pan-con-tomate,article,technical.single_h1,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,f5869a422e56599343780481fbe72ee415dee9541f917af6d75a1e8f4ebe38a2,2026-08-31T03:49:22.161920+00:00
potgang,https://www.potgang.co.uk/blogs/recipes/pan-con-tomate,article,aeo.structured_data_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,f5869a422e56599343780481fbe72ee415dee9541f917af6d75a1e8f4ebe38a2,2026-08-31T03:49:22.161920+00:00
united by blue,https://unitedbyblue.com/collections/best-sellers/products/bison-boot-sock,product,technical.single_h1,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,d52fa26b5c6acbe62e7d6c3c8fa46ffcbb98f5aac14d2e747de0e2faa777c3fe,2026-08-31T03:49:22.616807+00:00
united by blue,https://unitedbyblue.com/pages/faq,faq,technical.title_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,ada6f73d20adb92b8f45763203a9f1d2913d1461257be17a3fcc5cb56b7b26d7,2026-08-31T03:49:23.350478+00:00
united by blue,https://unitedbyblue.com/pages/cleanups-1,other,technical.meta_description_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,7819aa550cd43ac693437f1371c81605e09d8c003432e2e6dad751b8d8ad8b30,2026-08-31T03:49:23.684617+00:00
united by blue,https://unitedbyblue.com/pages/cleanups-1,other,technical.single_h1,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,7819aa550cd43ac693437f1371c81605e09d8c003432e2e6dad751b8d8ad8b30,2026-08-31T03:49:23.684617+00:00
united by blue,https://unitedbyblue.com/pages/cleanups-1,other,technical.title_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,7819aa550cd43ac693437f1371c81605e09d8c003432e2e6dad751b8d8ad8b30,2026-08-31T03:49:23.684617+00:00
united by blue,https://unitedbyblue.com/blogs/united-by-blue-journal,article,technical.meta_description_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,8733337940ba855b2d2c874eec38fcb4270a64623a1b990c03469d2cfe7dacc0,2026-08-31T03:49:23.985687+00:00
united by blue,https://unitedbyblue.com/blogs/united-by-blue-journal,article,technical.title_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,8733337940ba855b2d2c874eec38fcb4270a64623a1b990c03469d2cfe7dacc0,2026-08-31T03:49:23.985687+00:00
united by blue,https://unitedbyblue.com/,homepage,technical.single_h1,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,7d12fb2a0e3921e7f8a6d0fcdbb8ab5dd12a270d2bcdb64601fb4e00bfdcdef7,2026-08-31T03:49:24.316568+00:00
united by blue,https://unitedbyblue.com/,homepage,technical.title_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,7d12fb2a0e3921e7f8a6d0fcdbb8ab5dd12a270d2bcdb64601fb4e00bfdcdef7,2026-08-31T03:49:24.316568+00:00
united by blue,https://unitedbyblue.com/,homepage,technical.meta_description_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,7d12fb2a0e3921e7f8a6d0fcdbb8ab5dd12a270d2bcdb64601fb4e00bfdcdef7,2026-08-31T03:49:24.316568+00:00
united by blue,https://unitedbyblue.com/pages/contact-us,about_contact,technical.single_h1,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,787d1ae86cfa453516aef008b229a3f4c3b0336378946976f81fed724a9a854f,2026-08-31T03:49:25.227496+00:00
united by blue,https://unitedbyblue.com/pages/contact-us,about_contact,technical.title_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,787d1ae86cfa453516aef008b229a3f4c3b0336378946976f81fed724a9a854f,2026-08-31T03:49:25.227496+00:00
united by blue,https://unitedbyblue.com/pages/contact-us,about_contact,technical.meta_description_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,787d1ae86cfa453516aef008b229a3f4c3b0336378946976f81fed724a9a854f,2026-08-31T03:49:25.227496+00:00
united by blue,https://unitedbyblue.com/collections/best-sellers/products/heal-the-bay-x-ubb-socal-graphic-tee-all-gender,category,aeo.offer_freshness_signal,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,9579db499f9dfb8020e7ca8fd221ddda05d731f80cadbe9e4b6028d56f7fe09f,2026-08-31T03:49:25.539323+00:00
united by blue,https://unitedbyblue.com/collections/best-sellers/products/heal-the-bay-x-ubb-socal-graphic-tee-all-gender,category,aeo.schema_recommended_present,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,9579db499f9dfb8020e7ca8fd221ddda05d731f80cadbe9e4b6028d56f7fe09f,2026-08-31T03:49:25.539323+00:00
united by blue,https://unitedbyblue.com/pages/shipping,service,technical.single_h1,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,1da25a16587327d7920c37476578359a695c018e480574fa8adaf71f196336e4,2026-08-31T03:49:25.954156+00:00
united by blue,https://unitedbyblue.com/pages/shipping,service,technical.title_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,1da25a16587327d7920c37476578359a695c018e480574fa8adaf71f196336e4,2026-08-31T03:49:25.954156+00:00
united by blue,https://unitedbyblue.com/pages/shipping,service,technical.meta_description_length_band,deterministic frozen-fact evaluation missing from persisted occurrence,not_comparable,replay-only candidate; classification and applicability were not independently established on the stored contract,1da25a16587327d7920c37476578359a695c018e480574fa8adaf71f196336e4,2026-08-31T03:49:25.954156+00:00
